example_id,tweet_id,thread_id,text,historical_reply,intent,secondary_intent,decision,escalation_reason,required_reply_points,forbidden_claims,annotator_confidence,annotator,reviewed
label-0181,1515487,1515487,<HANDLE> is there a way to permanently remove the option to connect to a chrome cast? Only ever use phone or sonos directly <URL>,"<HANDLE> Hey Declan! We're afraid this isn't possible right now, but we'll make sure to pass on your suggestion /JP",,,,,,,,,no
label-0182,80919,80919,<HANDLE> I had Spotify family but when I went to pay it just charged for a single plan. I don’t want to pay twice. What to do?,<HANDLE> Hey! We've just replied to your DM. We'll carry on helping out there /MU,,,,,,,,,no
label-0183,647109,647111,"<HANDLE> Also realized it isn't even playing the 2 most recent albums, only the top 10 songs. And it is putting some of them 4x in a row.","<HANDLE> Thanks for clarifying. Just to check, is this happening on other devices that you log in to? Can you look into that for us? /JP",,,,,,,,,no
label-0184,1384552,1384558,"<HANDLE> Nope, same issue. Cannot tell which episodes are already played on desktop.",<HANDLE> Thanks for giving that a shot. Can you DM us your account's email address or username? We'll take a look backstage /RH <URL>,,,,,,,,,no
label-0185,140094,140092,"<HANDLE> The one thing I'd really, really, really like is the ability to drop a song from the mix. That way I can enjoy the rest on repeat shuffle. Would be a nice feature",<HANDLE> This sounds like a great idea! Suggest it in our Community at <URL> and get support from other users 🙂 /BP,,,,,,,,,no
label-0186,2305890,2305890,<HANDLE> please release curious incidents music on spotify,<HANDLE> Hey there! Could you send us the device/OS you're using? We'll see what we can suggest /DF,,,,,,,,,no
label-0187,2347847,2347855,<HANDLE> Yeah! It’s still doing it but not as frequently,"<HANDLE> Hey there! Just to check, is this happening while you play a Snapchat? Keep us posted /DF",,,,,,,,,no
label-0188,2920779,2920779,<HANDLE> is the only app in my phone that isn’t working right now and all I wanna do is listen to some <HANDLE>,<HANDLE> Hey there! Everything should be running smoothly now. Let us know if you're still getting issues /GS,,,,,,,,,no
label-0189,1031566,1031566,"<HANDLE> Getting ""This song is not available"" on a bunch of spotify playlists today. Macklemore, Ed Sheeran, Of Monsters and Men.",<HANDLE> Hey Matt! What Spotify version is this happening on? Could you send us the link to the playlists you've mentioned? /KL,,,,,,,,,no
label-0190,538064,538064,"<HANDLE> I'd like to get the premium version but here Is the case I don't have a credit card but I've enough fund in my Google play Store. Please I want find out if I can pay via Google play Store, BTC or iTunes gift card. Please waiting for your response. Thanks Gerd!!!",<HANDLE> Hi! We've just sent a DM your way. Let's carry on chatting there /AU,,,,,,,,,no
label-0191,2059043,2059043,I want to know... are the playlist’s proceeds benefiting Puerto Rico in any way? <HANDLE> <HANDLE> <HANDLE> ? <URL>,"<HANDLE> We will make a contribution, on behalf of the followers, to the Hispanic Federation UNIDOS Disaster Relief Fund: <URL> /I",,,,,,,,,no
label-0192,564491,564491,<HANDLE> can I get my Spotify account reset to use my email not Facebook,<HANDLE> Hi there! Can you DM us your account's email address? We'll take a look backstage /AP <URL>,,,,,,,,,no
label-0193,964092,964092,Ok <HANDLE> - you can stop putting Finnish hiphop into my Discover Weekly now. Thanks. <URL>,"<HANDLE> 1: Hey Bas! It's based on your listening history, and on others who dig similar stuff. The more you stream, the better it gets.",,,,,,,,,no
label-0194,2917818,2917818,"<HANDLE> I have a premium account;I keep getting an error message whenever I try to access my home or artist. Since you is not allowing me to play music. What’s the deal,please help.",<HANDLE> Hey there! Everything should be running smoothly now. Let us know if this is still happening /GS,,,,,,,,,no
label-0195,2832293,2832293,how are we almost in 2018 and <HANDLE> still hasn't made a miniplayer????,"<HANDLE> Hi! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /RE",,,,,,,,,no
label-0196,407146,407146,<HANDLE> Is your system churning out auto password reset emails? I've had two in two days. Not even requested a reset.,<HANDLE> Hey there! Can you DM us your account's email address or username? We'll take a look backstage /PB <URL>,,,,,,,,,no
label-0197,482459,482459,<HANDLE> The spotify app keeps crashing on launch on my oneplus 5??,<HANDLE> Hi Ville! Are you getting any error messages? What Android and Spotify versions are you using right now? We'll see what we can suggest /LP,,,,,,,,,no
label-0198,2337114,2337114,<HANDLE> you don't have Garth. The only thing saving you right now is George.,"<HANDLE> Hey! We’d love to have all of his tunes available, but we have some info about content here: <URL> /RH",,,,,,,,,no
label-0199,380583,380583,"<HANDLE> if i already paid for the Spotify Premium but i want to upgrade to Spotify Premium for Family, i still need to pay again?",<HANDLE> Hey there! Can you DM us your account's username or email address? We'll see what we can suggest /TC <URL>,,,,,,,,,no
label-0200,1297568,1297569,<HANDLE> uk! (england),<HANDLE> Thanks! Is this what you're looking for: <URL> /GS,,,,,,,,,no
label-0201,1186706,1186706,"Dear <HANDLE> please get ‘The Mark, Tom, and Travis Show’ available to stream. Thanks. Sincerely, true blink fans.","<HANDLE> Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <URL> /AR",,,,,,,,,no
label-0202,189343,189345,<HANDLE> Hey I am using an iphone 6 with iOs 11.0.1 and the version of spotify is 8.4.20.535. The issue is when connected to bluetooth in my car,<HANDLE> Got it. Can you try updating to iOS 11.0.2 to see if that makes a difference? Let us know how everything goes /JE,,,,,,,,,no
label-0203,486930,486930,<HANDLE> I had to cancel the debit card on file for my premium account. How do I update the information for my new debit card so that my premium service is not interrupted? I do not have an email from you guys in my inbox.,<HANDLE> Hey Rob! Help's here. Can you DM us your account's email address? We'll take a look backstage /CP <URL>,,,,,,,,,no
label-0204,67685,67684,"<HANDLE> Hi. I clicked on the fb ad to get premium for only 9php for 3 months, chose it to be billed on my Smart postpaid. When I got the confirmation for my subscription through SMS, I was actually charged 129php for 1 month.",<HANDLE> Hey there! Can you send us a DM with your account's email address? We'll check this out backstage /CE <URL>,,,,,,,,,no
label-0205,2154923,2154925,<HANDLE> Yes ! ima write my letter to the santa,<HANDLE> Cool beans! You know where to find us if there's anything else you need help with. <URL> 😉 /CH,,,,,,,,,no
label-0206,1486684,1486684,"<HANDLE> New search is gr8, but when results are pending due to slow internet, a loading icon would be appreciated! Very frustrating UX","<HANDLE> Hey, we understand how you feel. Don't worry, your feedback will be passed on to the right folks /RB",,,,,,,,,no
label-0207,475205,475205,<HANDLE> where the frick is your sleep timer!?!? #FirstWorldProblems,"<HANDLE> Hey Kristina! A sleep timer is a great idea. Help make it happen by adding support here: <URL> If you need anything else, just shout and we'll come running 🏃 /PK",,,,,,,,,no
label-0208,1942141,1942143,<HANDLE> Dutch spotify is making it really hard for me to relive my teenage years,<HANDLE> Hey Abigail! We can confirm the album was temporarily removed because of licensing changes. Hopefully we'll have it available again soon /MT,,,,,,,,,no
label-0209,2322110,2322110,Sorry <HANDLE> it was time for us to part ways...,"<HANDLE> Hey! We didn't do something wrong, did we? <URL> Could you DM us your account's email address? /JL",,,,,,,,,no
label-0210,338307,338310,"<HANDLE> It’s happening for every song, every album.",<HANDLE> What device are you using? Can you let us know the OS and Spotify versions you're running? We'll see what we can suggest /CO,,,,,,,,,no
label-0211,1254522,1254522,I'm so annoyed that Spotify doesn't have a customer service line,"<HANDLE> Hey, the cavalry's here! We don't have phone support, but we can help via Twitter. Can you give us more info about what's happening? /YM",,,,,,,,,no
label-0212,226777,226779,<HANDLE> Yeah I’m back in :) thanks!,<HANDLE> You're welcome! Let us know if you ever need us again. We'd be... <URL> /AN,,,,,,,,,no
label-0213,1052725,1052725,<HANDLE> Been having trouble using the web player in Chrome lately (both Windows PC and Chromebook). Any tips to get it working again?,"<HANDLE> Hey there! Are you getting any specific error messages when using the web player? If so, can you send us a screenshot of it? /FR",,,,,,,,,no
label-0214,321834,321834,<HANDLE> I need help please!!,<HANDLE> <HANDLE> Hey Chic. We've sent you a DM. Check it out /AD,,,,,,,,,no
label-0215,875196,875196,WHat my <HANDLE> looks like right now 😑. Luckily I can still control it from my phone. <URL>,<HANDLE> Hey there! That's no fun. Can you try reinstalling the app using the steps here: <URL> Keep us posted /LM,,,,,,,,,no
label-0216,377858,377858,"Hey, <HANDLE>. Please add a sleep timer. Thanks 😘",<HANDLE> Hey! A sleep timer is a great idea. Help make it happen by adding support here: <URL> /NQ,,,,,,,,,no
label-0217,2703305,2703305,<HANDLE> Hi my subscription has renewed via Boku but I want you to use the card on file - help! Thank you,<HANDLE> Hey! Can you DM us your account's email address? We'll take a look backstage /SJ <URL>,,,,,,,,,no
label-0218,853094,853094,"<HANDLE> I get this error every time I try and play Beck and David Bowie. Across devices, reinstalled app, turned off local playback. ? <URL>",<HANDLE> Hi Chris! Can you DM us your account's email address or username? We'll take a look backstage /GT <URL>,,,,,,,,,no
label-0219,2805322,2805323,<HANDLE> I would like to delete all downloaded and not downloaded songs in my library. I need a palette cleanser 😁,"<HANDLE> We understand, but we're afraid this isn't possible. Don't worry! Can you DM us your account's email address? We'll see what we can suggest /GS <URL>",,,,,,,,,no
label-0220,1027096,1027098,<HANDLE> Doesn’t look like you guys are pursuing it. Better call the good people over at Apple Music..,<HANDLE> We don't have any further info to share right now. Hopefully we'll have it available in the future /FR,,,,,,,,,no
label-0221,980165,980167,<HANDLE> Done sir!!,"<HANDLE> Nice! Hopefully we'll be there soon. If there's anything else, let us know /RS",,,,,,,,,no
label-0222,1191878,1191878,spotify should fr add an alarm setting to their app like i want to wake up to my favorite music but im also broke as hell <HANDLE>,"<HANDLE> Hey Ashton, a sleep timer is a great idea! Help make it happen by adding support here: <URL> /HC",,,,,,,,,no
label-0223,1109718,1109724,"<HANDLE> Can you confirm or deny that the ""next track"" button is used as a signal for my Discover Weekly?",<HANDLE> We're sorry that we don't have any more info if skipping tracks are also basis for coming up with your Discover Weekly /JU,,,,,,,,,no
label-0224,97674,97677,"<HANDLE> Yes, I'm still having this issue, I can't log in with my spotify account but I can log in with my Facebook account.",<HANDLE> Sorry to hear you're still having troubles. Does restarting your device help at all? Keep us posted /VV <URL>,,,,,,,,,no
label-0225,2353913,2353913,<HANDLE> I also believe <HANDLE> is very deserving to be added to a spotify playlist! As he was previously in Spotify's Hiptronic playlist for break out artist,"<HANDLE> Got it! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /JX",,,,,,,,,no
label-0226,2913761,2913762,"<HANDLE> Thank you for solving the issue, all good. :)","<HANDLE> Hey, thanks for the report. Just give us a shout if the problem persists. We're here for you /CP",,,,,,,,,no
label-0227,327171,327177,"<HANDLE> Nope, afraid not - I'm now up to 12, a couple of restarts and update to 1.0.65.320.gac7a8e02 later ...","<HANDLE> 1: No worries, we're not giving up yet. Are all 4000 files in the same format? If not, you can check the compatible file type at...",,,,,,,,,no
label-0228,2646397,2646397,"<HANDLE> <HANDLE> Optimize and fix your iOS app or I’m switching to Apple Music, you bums","<HANDLE> Hey Alex, help's here! Can you DM us your account's email address and a bit more info about what's going on? We'll see what we can suggest /DD <URL>",,,,,,,,,no
label-0229,2360641,2360641,"<HANDLE> hi. I have a problem. Spotify charges me 99 NOK every month, but i only have the free version. I cant find out why i am paying or if its connected to another account. Can you please help me?","<HANDLE> Hey there, help's here! Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VK <URL>",,,,,,,,,no
label-0230,2338014,2338014,<HANDLE> Where is Super Slimey???,<HANDLE> Hey Jonathan! Could this be the one you're looking for: <URL> /RI,,,,,,,,,no
label-0231,2242874,2242875,"<HANDLE> I’d strongly prefer to not not sift through 10,000 songs. I’d rather just delete and start over. I only care about what’s DLed to my phone.",<HANDLE> Hi Jesse! Could you send us your account's username or email address via DM? We'll take a look backstage /LP <URL>,,,,,,,,,no
label-0232,2793305,2793303,"<HANDLE> <HANDLE> <HANDLE> I hear the <HANDLE> stereos run <HANDLE>, could be a chance to get <HANDLE> on there as well?","<HANDLE> Hey Evander, We can see how that’d be helpful! We’d recommend suggesting it in our Community where you can get support from other fans: <URL> For anything else, we're just a tweet away 😁 /LS",,,,,,,,,no
label-0233,2596620,2596629,<HANDLE> Roku app not phone app,"<HANDLE> We understand, but we'd also like to know if the phone model you're using can be still be connected to Roku. Hope this clears things up /MT",,,,,,,,,no
label-0234,2688277,2688277,Hi <HANDLE> can you please get <HANDLE> <HANDLE> to put “same place” on!! PLEASE!! 😆👌🏾,"<HANDLE> Hey! We’d love to have all of her stuff available, but we have some info about content here: <URL> /SJ",,,,,,,,,no
label-0235,2810810,2810810,<HANDLE> can your android app please stop randomly deleting albums that I've downloaded? It's really annoying to find out the stuff I want to listen to this morning has vanished.,"<HANDLE> Hi Ben! That's strange. Just to check, did this happen only to your albums, but the tracks in your playlists remain available offline? /MU",,,,,,,,,no
label-0236,1185248,1185255,<HANDLE> S8+. Version 8.4.24.871 armv7,<HANDLE> Thanks! Could you try restarting your device for 30 seconds? Let us know if you see any difference /LD,,,,,,,,,no
label-0237,2974754,2974754,"<HANDLE> if I go premium on a czech student account, will it also work in the UK?",<HANDLE> Hey Pavel! Premium allows you to travel abroad with your music. This means you can stream Spotify anytime and anywhere in the world that unrestricted internet is available. Can you DM us your account's email address? We'll see what we can suggest /SJ <URL>,,,,,,,,,no
label-0238,794679,794687,"<HANDLE> It does yeah, but the problem returns usually quite quickly. Not sure if it’s an IOS problem? Lots of people on Twitter report same thing","<HANDLE> Thanks! Does this happen on 3/4G, WiFi, or both? Could you try connecting to a different network to check? We'll wait for our reply /JP",,,,,,,,,no
label-0239,2081825,2081825,"<HANDLE> unable to login, not getting the email for resetting password, would LOVE to send you an email but can't because I can't login","<HANDLE> Hi Matty, help's here! Can you DM us your account's email address or username? We'll take a look backstage /GT <URL>",,,,,,,,,no
label-0240,255597,255598,<HANDLE> Thanks!!,<HANDLE> You're welcome! Let us know if you ever need us again. We'd be... <URL> 🙂 /AU,,,,,,,,,no
label-0241,2110120,2110120,Y do u not have mixtapes? <HANDLE>,<HANDLE> Hey there! We’ve got some info about mixtapes here: <URL> /JX,,,,,,,,,no
label-0242,48072,48075,<HANDLE> Just putting a lil drama here hahahah dont mind me. Keep doing u guys! Hearts from the PH!,"<HANDLE> Haha! If you ever need help with anything else, just give us a shout. Otherwise, have a... <URL> 😉 /GU",,,,,,,,,no
label-0243,1989806,1989806,<HANDLE> Please bring Spotify to India. I need a good streaming platform and a good platform to upload my music too. Please. ❤️,"<HANDLE> 1: Hey there! We're unable to guarantee if or when Spotify will be available in your country, but we'll give the right folks a nudge.",,,,,,,,,no
label-0244,1007900,1007900,"Hey, <HANDLE>. Sent you guys a couple of DMs. Need your help.",<HANDLE> Hey again! We've just sent you a DM. Let's continue chatting there /NS,,,,,,,,,no
label-0245,1997465,1997465,<HANDLE> I️ have a serious inquiry. I️ just dropped another song and it’s under a duplicate artist profile and not my original how!?,"<HANDLE> Hey! You can contact our Artist team here: <URL> If you've reached out, DM us your email address &amp; we'll chase it up /K <URL>",,,,,,,,,no
label-0246,2580731,2580731,"<HANDLE> if I’m trying to play The Best of Raffi on shuffle for my 2 year old WHY are Taylor Swift, Selena Gomez, and Imagine Dragons playing interspersed in the Raffi? None of them are Raffi so <URL>",<HANDLE> Hey there! Can you DM us your account's email address or username? We'll take a look /NS <URL>,,,,,,,,,no
label-0247,2898343,2898341,<HANDLE> There's no problem now. Once I've crashed out of windows and rebooted it works OK. But I have had this happen 3 or 4 times always when starting up the desktop app.,<HANDLE> Okay. Best thing to try next is a reinstall. Just follow the steps at <URL> Let us know if you're still experiencing issues /AL,,,,,,,,,no
label-0248,1199057,1199057,Why does my <HANDLE> think I live in Atlanta?,<HANDLE> Hi Katrina! Is your Spotify misbehaving? Can you let us know what's happening exactly? We'll help out /NJ,,,,,,,,,no
label-0249,171109,171109,"<HANDLE> lovely people, is there a plan to put all the concerts of artists I follow in the concerts section? currently it's showing only what it appears to be a random selection. thanks!","<HANDLE> Hey Alessio! We don't have any info on that right now, but we can see how that’d be useful. We’d recommend suggesting it in our Community where you can get support from other fans: <URL> Let us know if there's anything else 🙂 /NH",,,,,,,,,no
label-0250,133960,133944,"<HANDLE> disappointed, turns Rp 4.990, - that particular credit card, in addition to the Rp 49 990, - it does make people fooled",<HANDLE> <HANDLE> <HANDLE> Hey! Can you DM us your account's email address? We'll take a look backstage /SJ <URL>,,,,,,,,,no
label-0251,2114117,2114119,<HANDLE> Sorry. Spotify doens't care. <URL>,"<HANDLE> Apologies for any frustration. Rest assured, your feedback will be passed on to the right folks /JI",,,,,,,,,no
label-0252,2275358,2275358,Since when does <HANDLE> skip and stutter? This is what I pay premium for? I want a song to skip I'll dig out my Mum's old Wham records!,<HANDLE> Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /CG,,,,,,,,,no
label-0253,158928,158928,<HANDLE> hello I need help I am trying to log in to my account but I forgot my password and i cant remember the email address i used for the account what do I do??,<HANDLE> Hi! We've replied to your DM. We'll carry on helping there 🙂 /BX,,,,,,,,,no
label-0254,1926547,1926547,<HANDLE> I'm also trying to shuffle my saved Songs (1100+) and still shuffle plays 8 songs from the same album or nearby on the list...,"<HANDLE> 1: Hi Jack! While we don't have plans to bring back the play queue right now, we're still testing, improving, and taking all feedback.",,,,,,,,,no
label-0255,533544,533544,<HANDLE> Can you explain how a stranger on the bus could ever be able to start playing their music through my iPhone? <URL>,<HANDLE> Hey Paul! This doesn't sound good. Can you DM us your account's email address? We'll have a look /KT <URL>,,,,,,,,,no
label-0256,126893,126893,"<HANDLE> how am I supposed to download/save new albums on my account if my library is full? This is a big issue for me, having premium","<HANDLE> Hey there! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /AR",,,,,,,,,no
label-0257,1585554,1585554,Dear <HANDLE> is there no way to alphabetize my playlists? Teach me this hack and also how to #dougie.,"<HANDLE> Hey there! Not sure about the dougie, but we can help you sort out your playlists with these steps: <URL> 😉 /GN",,,,,,,,,no
label-0258,1940249,1940250,<HANDLE> it appeared I had to update and restart. All clear here. Thanks,<HANDLE> Nice. Glad to hear it's all good. Just let us know if we can help with anything else. <URL> /GK,,,,,,,,,no
label-0259,1753711,1753712,<HANDLE> It solved! Thanks,<HANDLE> You're welcome! Let us know if you ever need us again. We'd be... <URL> /RB,,,,,,,,,no
label-0260,248212,248212,"Hi <HANDLE> <HANDLE>, your forgot password page seems to be broken? <URL>","<HANDLE> Hey Shrayas, help's here! Could you give it another shot using an incognito window or a different browser? Let us know how it plays out /GU",,,,,,,,,no
label-0261,2528349,2528349,ummmm why aren’t the first cheetah girls movie and the lizzie mcguire movie albums not on spotify??? <HANDLE> care to explain?,<HANDLE> Hi there! This may be down to licensing matters and could be temporary. More info here: <URL> /NQ,,,,,,,,,no
label-0262,323065,323066,<HANDLE> Thank you! OS - 10.11.6 Spotify version - 1.0.65.320.gac7a8e02,<HANDLE> Thanks. Does logging out &gt; restarting your device &gt; logging back in again make any difference? /KM,,,,,,,,,no
label-0263,1552613,1552617,<HANDLE> It's not your fault. I'm really happy with my Spotify subscription. This is probably just between me and Everclear.,"<HANDLE> Thanks for the feedback. If there's anything else we can help with, just give us a shout. <URL> /AK",,,,,,,,,no
label-0264,1162353,1162353,Why isn’t #reputation on <HANDLE>???? 😭😭😭😭😭😭,"<HANDLE> Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: <URL> /DF",,,,,,,,,no
label-0265,1143742,1143742,<HANDLE> why does the app keep deleting my offline albums? <HANDLE>,<HANDLE> Hey there! Can you DM us your account's email address and username? We'll take a look backstage /MX <URL>,,,,,,,,,no
label-0266,2210992,2210992,<HANDLE> my phone keeps pausing and saying “account being used elsewhere” I’ve logged out all devices and relogged in only on my phone.,<HANDLE> Hey Brad! Can you DM us your account's email address or username? We'll see what we can suggest /RH <URL>,,,,,,,,,no
label-0267,1136959,1136959,Hey <HANDLE> why are your Daily Mix 2's consistently better than Daily Mix 1's?,"<HANDLE> Hey Matt! Daily Mix is based on your music taste, so we’d love to know how it’s doing. Tap ❤️ or 🚫 to improve your mix. Hope it helps /MO",,,,,,,,,no
label-0268,1205504,1205504,"<HANDLE> <URL> This album is by the band Timbah, but not the artist (singular) Timbah. It's grouped together.","<HANDLE> Hey, thanks for reaching out! We'll get this reported. Great detective work. <URL> 🙂 /JS",,,,,,,,,no
label-0269,1777413,1777413,"hey <HANDLE> I can't listen anymore ""Up from Below"" from <HANDLE> #Whydoyouhateme? #beencrying40days",<HANDLE> Hey there! Can you DM us your account's email address? We'll take a look /RB <URL>,,,,,,,,,no
label-0270,566279,566277,"<HANDLE> No, but I also didn’t have this problem when I first updated to this beta version, either. It’s only just now started happening in the past few days.","<HANDLE> We don't officially support beta macOS versions at this time, but don't worry, we'll still help you out. Can you DM us your account's email address? We'll take a look under the hood /KB <URL>",,,,,,,,,no
label-0271,290201,290201,<HANDLE> - Why is 'On Hold (Jamie XX Remix)' by The XX suddenly not available to me? I'm based in the UK. Thanks.,<HANDLE> Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /BE,,,,,,,,,no
label-0272,347202,347202,<HANDLE> I need your help. Where is your guy's live chat???,<HANDLE> Hi! You can get in touch with our Chat team at <URL> We can also help through Twitter. We'll be right here for you /MT,,,,,,,,,no
label-0273,877440,877441,<HANDLE> Happened on both Android &amp; Windows Spotify - newest versions! Only started doing this few days ago and happened around 3 times,"<HANDLE> Thanks. Just to check, are you getting any specific error messages? If so, a screenshot can be handy /NG",,,,,,,,,no
label-0274,1275252,1275253,"<HANDLE> It is well known, spotify, that feed my Frankenstein is a much more halloweeny song than poison...just some feedback for you 😁",<HANDLE> Hey there. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /QI,,,,,,,,,no
label-0275,2782155,2782155,Anyone with a Spotify Presale code for Romeo Santos please hook me up!,<HANDLE> Hey there! Pre-sale codes are being sent out by email to some of Romeo Santos' biggest fans on Spotify. Hopefully you're one of them! /KL,,,,,,,,,no
label-0276,2861269,2861269,<HANDLE> i need to be refunded and my account cancelled,<HANDLE> Hey Dario! Can you DM us your account's email address? We'll see what we can do /KC <URL>,,,,,,,,,no
label-0277,850020,850020,"<HANDLE> hey guys, I can't listen to Lana Del Rey.. that is a problem. I can't play half the songs in most of my playlist. What's wrong??","<HANDLE> Hey there! Are you getting an error message? Also, is this happening only with that artist's tracks? /RH",,,,,,,,,no
label-0278,1964605,1964605,"<HANDLE> having a message that says oops, something went wrong when I’m setting up a premium account is probably not a good way to start...","<HANDLE> Hey John, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /YM <URL>",,,,,,,,,no
label-0279,2438695,2438695,<HANDLE> I have now had my account compromised for the 4th time in 2 weeks. Can you please give me an idea on what I am supposed to do? I have changed passwords 3 times and I'm still having all my saved music deleted and someone listening on a tablet somewhere...,"<HANDLE> Hi Andy! Not to worry, let's get this sorted. Could you DM us your account's username/email address? We'll see what's going on /PY",,,,,,,,,no
label-0280,2349678,2349679,<HANDLE> The situation has been fixed.,<HANDLE> We've just sent you a DM 🙂 /JX,,,,,,,,,no
label-0281,356958,356945,<HANDLE> Sorry but I no longer believe you,<HANDLE> We're sorry you feel that way. Sometimes content takes time to be available on Spotify because of licensing reasons. Fingers crossed that we'll have those tracks for you soon /JU,,,,,,,,,no
label-0282,1416134,1416136,<HANDLE> lol I'm drunk 🍻 cheers,<HANDLE> No worries! Just give us a shout if you have other questions. We're... <URL> /JU,,,,,,,,,no
label-0283,2299998,2299998,<HANDLE> when will you support Multi-Room on Amazon's Echo devices? I reluctantly canceled Spotify bc you don't support that feature!,"<HANDLE> Hey Justin! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /MX",,,,,,,,,no
label-0284,869687,869687,<HANDLE> is there away I can incorporate my playlists with <HANDLE> software?,"<HANDLE> Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GU",,,,,,,,,no
label-0285,1030601,1030601,Speak up for what you believe in <HANDLE> <URL>,"<HANDLE> Hey Victoria! We just sent you a reply to your DM, so we'll continue assisting you there /TF",,,,,,,,,no
label-0286,1823578,1823578,<HANDLE> can I request for certain album that is not in Spotify?,<HANDLE> Hey Jamie! Could you let us know which specific album and by what artist you'd like to add? /JL,,,,,,,,,no
label-0287,1295924,1295924,Alllll day long u interrupt my songs asking me to upgrade then when I finally want to upgrade it's nowhere to be found. HELP😠 <HANDLE>,"<HANDLE> Hey, sorry to hear that. You can sign up for our regular Premium subscription at <URL> Hope that helps! /JE",,,,,,,,,no
label-0288,2901245,2901245,ayo <HANDLE> when are y’all making a TRAP TRISTE playlist for us?,"<HANDLE> Hey, thanks for the feedback! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion. Stay awesome 😁 /JZ",,,,,,,,,no
label-0289,632017,620351,<HANDLE> <HANDLE> I agree with Daisy!,"<HANDLE> Hey Jamie! We're taking all the feedback on this. No worries, we'll make sure to pass on your thoughts to the right folks. Give us a shout if you need a hand with anything else. We're just a tweet away /RC",,,,,,,,,no
label-0290,2930438,2930438,"<HANDLE> When will be Spotify launched in Romania i knew that it will be on 28, yersterday but it didn't from what i know.","<HANDLE> Hey there! Fingers crossed we'll be there soon. If we can help with anything else, just give us a shout /RS",,,,,,,,,no
label-0291,1270560,1270561,"<HANDLE> Its not that theyre suggested, its that theyre all gorillaz. It played DARE twice.","<HANDLE> We understand. We don't have any info on this right now. Rest assured, your feedback will be passed on to the right folks /QI",,,,,,,,,no
label-0292,2891294,2891294,Your staff is amazing <HANDLE> thank you all.,<HANDLE> Hey! Thanks for the kind words - we'll make sure this is passed onto the right folks 🙂 /K,,,,,,,,,no
label-0293,163743,163743,<HANDLE> its is hooked to facebook which I do not have anymore blah blah blah. I want to sign up again but can't again blah blah blah.,"<HANDLE> Hey there, help's here! Could you fire over a DM with more info about what's going on? We'll take a look backstage /ZO <URL>",,,,,,,,,no
label-0294,1365043,1365043,<HANDLE> please help! Just updated to iOS 11 and the widget keeps getting locked from lock screen on song I’m not actually on... <URL>,"<HANDLE> Hey Seth, help's here! Can you let us know the iPhone model and Spotify version you're using? We'll see what we can suggest /JE",,,,,,,,,no
label-0295,351229,351221,<HANDLE> I've got about 5 different ones saved into one? Anyways forget it thanks for the help,<HANDLE> Looks like we already know what you're talking about! Can you DM us your account's email address? We'd like to share more info with you /KM <URL>,,,,,,,,,no
label-0296,2306176,2306177,<HANDLE> This is disappointing to say the least,"<HANDLE> We're sorry you feel that way. Rest assured, we'll let the right team know it's something you'd like to see /TB",,,,,,,,,no
label-0297,2080271,2080271,<HANDLE> I know who created my own playlists. No need for the unnecessary data usage. Please downgrade.,"<HANDLE> Hi there! Don’t worry, we can help. What’s happening exactly? Can you let us know the device you’re using? We'll see what we can suggest /JI",,,,,,,,,no
label-0298,726820,726820,"Lmao the ""actually"" and ""despite its file name"" was not needed. Fix your tone <HANDLE> <URL>",<HANDLE> Hey! Thanks for the feedback. We'll let the right team know 🙂 /JN,,,,,,,,,no
label-0299,1892642,1892642,I'm so mad at myself. Thought I wrote down when to cancel <HANDLE> premy as I dont have the money. Nope. Even more minus in bank now😠😡😳 <URL>,<HANDLE> Hey Linda! Can you DM us your account's username and email address? We'll see what we can suggest /JL <URL>,,,,,,,,,no
label-0300,2026103,2026103,<HANDLE> can I transfer premium to another account? I just realised I have 2 accounts and would love to use the correct one!,"<HANDLE> Hey there, help's here! Could you shoot us a DM with the usernames and email addresses for both accounts? We'll take a look backstage /VK <URL>",,,,,,,,,no
label-0301,704790,704790,I wish Nier Automata OST was on <HANDLE>. Please. It needs to happen 😭😭😭 <URL>,<HANDLE> Hi there! We’ll have it available to you as soon as it’s available to us. We've got some more info on content for you here: <URL> 🙂 /JI,,,,,,,,,no
label-0302,1049553,1049553,<HANDLE> can u pls have an option to take out scary advertisements i don't need to be spooked at this time of day,"<HANDLE> Hi there! Sorry, we didn't mean to scare you. Don't worry. We'll pass your feedback on to our Ads team /GK",,,,,,,,,no
